sys_id,name,fqdn,ip_address,mac_address,asset_tag,serial_number,sys_class_name,install_status,operational_status,environment,business_service,support_group,owned_by,managed_by,location,os,manufacturer,model_id,u_criticality,u_contains_pii,u_pci_scope,u_edr_status,u_backup_tier,tags,sys_created_on,sys_updated_on,vendor,product,vendor_product,dvc,instance,cim_data_model,cim_dataset,tag,dest,dest_name,dest_host,dest_ip,ip,dns,nt_host,mac,owner,description,status
63917d58f9aa5a1ed5a9470f082986c6,dw-etl-01,dw-etl-01.corp.northwind.example,10.45.9.17,02:42:0b:99:ab:87,NW-100011,SN80171578,cmdb_ci_linux_server,Installed,Operational,prod,Data Warehouse,Linux Platform,Rowan Hughes,Jamie Ortiz,London - Regional Office,Red Hat Enterprise Linux 9,Cisco,ThinkPad T14,3 - medium,false,false,Outdated Policy,gold,"data_warehouse,linux_platform,prod",2025-12-03 22:52:31,2026-05-24 02:15:42,Cisco,ThinkPad T14,Cisco ThinkPad T14,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,dw-etl-01,dw-etl-01,dw-etl-01,10.45.9.17,10.45.9.17,dw-etl-01.corp.northwind.example,dw-etl-01,02:42:0b:99:ab:87,Rowan Hughes,Data Warehouse cmdb_ci_linux_server,operational
a653986b8faae8b64852f29c6b0a8e90,fin-erp-01,fin-erp-01.corp.northwind.example,10.41.20.12,02:42:0c:85:dd:6f,NW-100012,SN90018558,cmdb_ci_appl,Installed,Operational,prod,ERP Finance,Application Support,Sydney Jensen,Sydney Walker,New York - HQ,Windows Server 2022,Amazon Web Services,PowerEdge R650,3 - medium,false,false,Healthy,none,"application_support,erp_finance,prod",2025-02-11 01:24:35,2026-06-02 08:07:46,Amazon Web Services,PowerEdge R650,Amazon Web Services PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,fin-erp-01,fin-erp-01,fin-erp-01,10.41.20.12,10.41.20.12,fin-erp-01.corp.northwind.example,fin-erp-01,02:42:0c:85:dd:6f,Sydney Jensen,ERP Finance cmdb_ci_appl,operational
8aa67e00ef7e5e5281d8ef6cb76f987c,claims-web-03,claims-web-03.corp.northwind.example,10.42.6.33,02:42:0d:93:36:de,NW-100013,SN37238363,cmdb_ci_appl,Installed,Operational,prod,Claims Portal,Application Support,Drew Walker,Logan Foster,Singapore - Regional Office,Ubuntu Server 22.04 LTS,HPE,ProLiant DL360,3 - medium,true,false,Healthy,silver,"application_support,claims_portal,prod",2024-09-26 23:02:02,2026-06-12 20:32:45,HPE,ProLiant DL360,HPE ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,claims-web-03,claims-web-03,claims-web-03,10.42.6.33,10.42.6.33,claims-web-03.corp.northwind.example,claims-web-03,02:42:0d:93:36:de,Drew Walker,Claims Portal cmdb_ci_appl,operational
888c8c94b86dc1fa33058ab512032693,mes-hmi-07,mes-hmi-07.corp.northwind.example,10.60.14.107,02:42:0e:2b:cb:e2,NW-100014,SN38389191,cmdb_ci_computer,Installed,Operational,prod,Manufacturing MES,Endpoint Engineering,Jamie Morris,Drew Reed,Chicago - Data Center,Windows 11 Enterprise,Amazon Web Services,ProLiant DL360,3 - medium,false,false,Healthy,silver,"endpoint_engineering,manufacturing_mes,prod",2025-01-06 04:15:08,2026-06-06 16:52:24,Amazon Web Services,ProLiant DL360,Amazon Web Services ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,mes-hmi-07,mes-hmi-07,mes-hmi-07,10.60.14.107,10.60.14.107,mes-hmi-07.corp.northwind.example,mes-hmi-07,02:42:0e:2b:cb:e2,Jamie Morris,Manufacturing MES cmdb_ci_computer,operational
c4ef9902012b16477288a947e42f2778,mail-edge-01,mail-edge-01.corp.northwind.example,10.35.2.25,02:42:0f:08:81:91,NW-100015,SN82190401,cmdb_ci_server,Installed,Operational,dev,Email and Collaboration,Windows Server,Alex Carter,Logan Foster,Chicago - Data Center,Windows Server 2022,Dell,CSR1000v,3 - medium,false,false,Healthy,bronze,"dev,email_and_collaboration,windows_server",2024-06-28 14:39:56,2026-05-23 00:00:53,Dell,CSR1000v,Dell CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,mail-edge-01,mail-edge-01,mail-edge-01,10.35.2.25,10.35.2.25,mail-edge-01.corp.northwind.example,mail-edge-01,02:42:0f:08:81:91,Alex Carter,Email and Collaboration cmdb_ci_server,operational
a33005b4d1ae1782797b943ab95ef79c,web-manufact-01,web-manufact-01.corp.northwind.example,10.52.90.101,02:42:10:0d:a6:6f,NW-100016,SN12371850,cmdb_ci_server,Installed,Operational,prod,Manufacturing MES,Endpoint Engineering,Sydney Jensen,Reese Carter,Chicago - Data Center,Windows Server 2022,Lenovo,ProLiant DL360,3 - medium,false,false,Healthy,silver,"endpoint_engineering,manufacturing_mes,prod",2025-02-15 20:58:09,2026-04-28 13:07:33,Lenovo,ProLiant DL360,Lenovo ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-manufact-01,web-manufact-01,web-manufact-01,10.52.90.101,10.52.90.101,web-manufact-01.corp.northwind.example,web-manufact-01,02:42:10:0d:a6:6f,Sydney Jensen,Manufacturing MES cmdb_ci_server,operational
35a4b1f034554719b9c267dc082d7dcf,node-erp-fina-02,node-erp-fina-02.corp.northwind.example,10.61.236.102,02:42:11:5c:df:1e,NW-100017,SN52615267,cmdb_ci_database,Retired,Operational,prod,ERP Finance,Service Desk,Kai Vasquez,Parker Patel,New York - HQ,Cisco IOS XE 17,HPE,ProLiant DL360,1 - most critical,false,false,Healthy,silver,"erp_finance,prod,service_desk",2025-08-12 04:56:30,2026-04-22 21:57:24,HPE,ProLiant DL360,HPE ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,node-erp-fina-02,node-erp-fina-02,node-erp-fina-02,10.61.236.102,10.61.236.102,node-erp-fina-02.corp.northwind.example,node-erp-fina-02,02:42:11:5c:df:1e,Kai Vasquez,ERP Finance cmdb_ci_database,operational
8bde90965ca95fd49a91cc8265f1ce91,app-customer-03,app-customer-03.corp.northwind.example,10.70.105.103,02:42:12:71:52:2f,NW-100018,SN13049599,cmdb_ci_netgear,Installed,Operational,prod,Customer Identity,Endpoint Engineering,Harper Bennett,Cameron Foster,Dallas - SOC,Ubuntu Server 22.04 LTS,HPE,CSR1000v,3 - medium,true,false,Sensor Offline,bronze,"customer_identity,endpoint_engineering,prod",2025-05-20 16:31:40,2026-05-01 00:34:10,HPE,CSR1000v,HPE CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-customer-03,app-customer-03,app-customer-03,10.70.105.103,10.70.105.103,app-customer-03.corp.northwind.example,app-customer-03,02:42:12:71:52:2f,Harper Bennett,Customer Identity cmdb_ci_netgear,operational
f020aeb831ab4cfb60eb834b53468a1a,node-email-an-04,node-email-an-04.corp.northwind.example,10.69.43.104,02:42:13:27:33:26,NW-100019,SN36894572,cmdb_ci_appl,Installed,Operational,prod,Email and Collaboration,Database Services,Sydney Jensen,Cameron Ibrahim,New York - HQ,Windows Server 2022,HPE,EC2 m7i.large,2 - high,false,false,Healthy,bronze,"database_services,email_and_collaboration,prod",2025-05-10 08:24:18,2026-06-10 20:58:58,HPE,EC2 m7i.large,HPE EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,node-email-an-04,node-email-an-04,node-email-an-04,10.69.43.104,10.69.43.104,node-email-an-04.corp.northwind.example,node-email-an-04,02:42:13:27:33:26,Sydney Jensen,Email and Collaboration cmdb_ci_appl,operational
3578f208b3b4589d65e6ab257dae3a4d,job-customer-05,job-customer-05.corp.northwind.example,10.56.49.105,02:42:14:00:4a:1f,NW-100020,SN78255211,cmdb_ci_appl,Installed,Operational,prod,Customer Identity,Database Services,Reese Jensen,Casey Morris,New York - HQ,Cisco IOS XE 17,Microsoft,PowerEdge R650,2 - high,true,false,Healthy,silver,"customer_identity,database_services,prod",2024-04-12 17:15:44,2026-04-26 17:10:08,Microsoft,PowerEdge R650,Microsoft PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-customer-05,job-customer-05,job-customer-05,10.56.49.105,10.56.49.105,job-customer-05.corp.northwind.example,job-customer-05,02:42:14:00:4a:1f,Reese Jensen,Customer Identity cmdb_ci_appl,operational
64ed079b57c5ed2020d0ec2042650e54,lt-erp-fina-06,lt-erp-fina-06.corp.northwind.example,10.63.156.106,02:42:15:5f:f1:88,NW-100021,SN18936177,cmdb_ci_computer,Installed,Operational,prod,ERP Finance,Linux Platform,Hayden Reed,Alex Vasquez,London - Regional Office,Ubuntu Server 22.04 LTS,Microsoft,EC2 m7i.large,2 - high,false,false,Healthy,silver,"erp_finance,linux_platform,prod",2024-11-09 01:37:47,2026-05-28 06:20:00,Microsoft,EC2 m7i.large,Microsoft EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,lt-erp-fina-06,lt-erp-fina-06,lt-erp-fina-06,10.63.156.106,10.63.156.106,lt-erp-fina-06.corp.northwind.example,lt-erp-fina-06,02:42:15:5f:f1:88,Hayden Reed,ERP Finance cmdb_ci_computer,operational
893387f59d76be4111a1edf048e0a384,app-corporat-07,app-corporat-07.corp.northwind.example,10.60.32.107,02:42:16:cb:9b:d6,NW-100022,SN57188550,cmdb_ci_appl,Installed,Operational,prod,Corporate VPN,Cloud Platform,Quinn Lewis,Hayden Reed,Dallas - SOC,Microsoft SQL Server 2022,Lenovo,ProLiant DL360,2 - high,false,false,Outdated Policy,none,"cloud_platform,corporate_vpn,prod",2024-03-04 09:42:25,2026-05-22 23:22:12,Lenovo,ProLiant DL360,Lenovo ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-corporat-07,app-corporat-07,app-corporat-07,10.60.32.107,10.60.32.107,app-corporat-07.corp.northwind.example,app-corporat-07,02:42:16:cb:9b:d6,Quinn Lewis,Corporate VPN cmdb_ci_appl,operational
fda2c22089df0ba31c1fd81c3f2847be,db-security-08,db-security-08.corp.northwind.example,10.60.214.108,02:42:17:7f:95:1a,NW-100023,SN29324602,cmdb_ci_win_server,Installed,Operational,prod,Security Monitoring,Identity and Access,Hayden Vasquez,Casey Morris,London - Regional Office,Ubuntu Server 22.04 LTS,Cisco,CSR1000v,3 - medium,false,false,Healthy,gold,"identity_and_access,prod,security_monitoring",2025-11-14 16:08:34,2026-04-27 23:59:27,Cisco,CSR1000v,Cisco CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,db-security-08,db-security-08,db-security-08,10.60.214.108,10.60.214.108,db-security-08.corp.northwind.example,db-security-08,02:42:17:7f:95:1a,Hayden Vasquez,Security Monitoring cmdb_ci_win_server,operational
a16a3fc5dd28fc003d11d3d377f9b8d0,job-security-09,job-security-09.corp.northwind.example,10.56.222.109,02:42:18:c2:68:5c,NW-100024,SN30898787,cmdb_ci_netgear,Installed,Operational,prod,Security Monitoring,Identity and Access,Emerson Ibrahim,Cameron Ibrahim,Chicago - Data Center,Cisco IOS XE 17,Microsoft,EC2 m7i.large,2 - high,false,false,Healthy,none,"identity_and_access,prod,security_monitoring",2025-03-30 04:03:33,2026-05-23 18:42:33,Microsoft,EC2 m7i.large,Microsoft EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-security-09,job-security-09,job-security-09,10.56.222.109,10.56.222.109,job-security-09.corp.northwind.example,job-security-09,02:42:18:c2:68:5c,Emerson Ibrahim,Security Monitoring cmdb_ci_netgear,operational
5714f75abe26b9832727f263d4ca5746,app-corporat-10,app-corporat-10.corp.northwind.example,10.63.107.110,02:42:19:63:ec:10,NW-100025,SN30130558,cmdb_ci_netgear,Installed,Operational,stage,Corporate VPN,Linux Platform,Jamie Hughes,Harper Bennett,Chicago - Data Center,Windows 11 Enterprise,Microsoft,EC2 m7i.large,3 - medium,false,false,Healthy,bronze,"corporate_vpn,linux_platform,stage",2025-11-25 02:25:34,2026-04-22 17:57:31,Microsoft,EC2 m7i.large,Microsoft EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-corporat-10,app-corporat-10,app-corporat-10,10.63.107.110,10.63.107.110,app-corporat-10.corp.northwind.example,app-corporat-10,02:42:19:63:ec:10,Jamie Hughes,Corporate VPN cmdb_ci_netgear,operational
be473a053026fd67eaf67a0378bb101c,db-security-11,db-security-11.corp.northwind.example,10.53.229.111,02:42:1a:c4:4a:ef,NW-100026,SN97029640,cmdb_ci_linux_server,Installed,Operational,prod,Security Monitoring,Cloud Platform,Kai Ortiz,Kai Diaz,London - Regional Office,Windows 11 Enterprise,Cisco,ProLiant DL360,2 - high,false,false,Healthy,none,"cloud_platform,prod,security_monitoring",2024-01-09 18:41:13,2026-05-16 13:43:14,Cisco,ProLiant DL360,Cisco ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,db-security-11,db-security-11,db-security-11,10.53.229.111,10.53.229.111,db-security-11.corp.northwind.example,db-security-11,02:42:1a:c4:4a:ef,Kai Ortiz,Security Monitoring cmdb_ci_linux_server,operational
78655c4d5313d8ea1fbeced5c4bac632,lt-customer-12,lt-customer-12.corp.northwind.example,10.53.174.112,02:42:1b:f8:2c:a1,NW-100027,SN73528349,cmdb_ci_computer,Installed,Operational,prod,Customer Identity,Service Desk,Rowan Hughes,Reese Jensen,Remote,Red Hat Enterprise Linux 9,HPE,PowerEdge R650,3 - medium,true,false,Outdated Policy,none,"customer_identity,prod,service_desk",2024-12-28 16:29:55,2026-06-01 10:19:06,HPE,PowerEdge R650,HPE PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,lt-customer-12,lt-customer-12,lt-customer-12,10.53.174.112,10.53.174.112,lt-customer-12.corp.northwind.example,lt-customer-12,02:42:1b:f8:2c:a1,Rowan Hughes,Customer Identity cmdb_ci_computer,operational
35ae6d910a6125127c3d4e316c3f3eba,web-email-an-13,web-email-an-13.corp.northwind.example,10.63.219.113,02:42:1c:83:8e:d5,NW-100028,SN89458972,cmdb_ci_server,In Maintenance,Operational,dev,Email and Collaboration,Linux Platform,Casey Lewis,Avery Reed,Remote,Windows 11 Enterprise,Dell,PowerEdge R650,2 - high,false,false,Healthy,gold,"dev,email_and_collaboration,linux_platform",2025-02-17 17:25:18,2026-05-07 19:28:47,Dell,PowerEdge R650,Dell PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-email-an-13,web-email-an-13,web-email-an-13,10.63.219.113,10.63.219.113,web-email-an-13.corp.northwind.example,web-email-an-13,02:42:1c:83:8e:d5,Casey Lewis,Email and Collaboration cmdb_ci_server,operational
a054a2ebbb79e0a91706d8bd71530456,web-data-war-14,web-data-war-14.corp.northwind.example,10.65.39.114,02:42:1d:73:98:fd,NW-100029,SN63874586,cmdb_ci_appl,Installed,Operational,prod,Data Warehouse,Application Support,Hayden Vasquez,Parker Morris,Dallas - SOC,Red Hat Enterprise Linux 9,Lenovo,CSR1000v,2 - high,false,false,Healthy,gold,"application_support,data_warehouse,prod",2025-08-07 09:47:31,2026-06-06 11:38:22,Lenovo,CSR1000v,Lenovo CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-data-war-14,web-data-war-14,web-data-war-14,10.65.39.114,10.65.39.114,web-data-war-14.corp.northwind.example,web-data-war-14,02:42:1d:73:98:fd,Hayden Vasquez,Data Warehouse cmdb_ci_appl,operational
57a5c1e9a981ff9cc122a43e1b1102e0,job-erp-fina-15,job-erp-fina-15.corp.northwind.example,10.67.8.115,02:42:1e:34:f6:08,NW-100030,SN79957292,cmdb_ci_appl,Installed,Operational,lab,ERP Finance,Application Support,Casey Morris,Sydney Jensen,London - Regional Office,PostgreSQL 15,HPE,PowerEdge R650,2 - high,false,false,Healthy,bronze,"application_support,erp_finance,lab",2025-03-12 20:42:28,2026-05-30 00:03:07,HPE,PowerEdge R650,HPE PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-erp-fina-15,job-erp-fina-15,job-erp-fina-15,10.67.8.115,10.67.8.115,job-erp-fina-15.corp.northwind.example,job-erp-fina-15,02:42:1e:34:f6:08,Casey Morris,ERP Finance cmdb_ci_appl,operational
bc23b1ec70c622bd36b962e8ca71dbc7,web-customer-16,web-customer-16.corp.northwind.example,10.56.210.116,02:42:1f:e0:7b:84,NW-100031,SN78518737,cmdb_ci_cloud_service,Installed,Operational,prod,Customer Identity,Application Support,Jamie Hughes,Casey Lewis,Remote,Red Hat Enterprise Linux 9,Cisco,EC2 m7i.large,3 - medium,true,false,Outdated Policy,bronze,"application_support,customer_identity,prod",2025-01-27 14:07:18,2026-05-22 02:53:29,Cisco,EC2 m7i.large,Cisco EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-customer-16,web-customer-16,web-customer-16,10.56.210.116,10.56.210.116,web-customer-16.corp.northwind.example,web-customer-16,02:42:1f:e0:7b:84,Jamie Hughes,Customer Identity cmdb_ci_cloud_service,operational
386b4eebd58d109acf87b74ff6612471,job-card-pro-17,job-card-pro-17.corp.northwind.example,10.57.201.117,02:42:20:ab:3c:76,NW-100032,SN57907633,cmdb_ci_database,Installed,Operational,prod,Card Processing,Network Operations,Parker Vasquez,Parker Vasquez,Remote,Cisco IOS XE 17,Amazon Web Services,ProLiant DL360,3 - medium,false,true,Healthy,silver,"card_processing,network_operations,prod",2024-08-23 19:25:32,2026-05-09 07:27:50,Amazon Web Services,ProLiant DL360,Amazon Web Services ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-card-pro-17,job-card-pro-17,job-card-pro-17,10.57.201.117,10.57.201.117,job-card-pro-17.corp.northwind.example,job-card-pro-17,02:42:20:ab:3c:76,Parker Vasquez,Card Processing cmdb_ci_database,operational
1fa62e7b602dfae96943c96a0d57e23e,node-claims-p-18,node-claims-p-18.corp.northwind.example,10.56.170.118,02:42:21:55:dd:ba,NW-100033,SN95067338,cmdb_ci_netgear,Installed,Operational,prod,Claims Portal,Threat Response,Kai Vasquez,Casey Ibrahim,Chicago - Data Center,Windows Server 2022,HPE,PowerEdge R650,4 - low,true,false,Outdated Policy,none,"claims_portal,prod,threat_response",2024-09-23 12:24:46,2026-05-29 12:29:53,HPE,PowerEdge R650,HPE PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,node-claims-p-18,node-claims-p-18,node-claims-p-18,10.56.170.118,10.56.170.118,node-claims-p-18.corp.northwind.example,node-claims-p-18,02:42:21:55:dd:ba,Kai Vasquez,Claims Portal cmdb_ci_netgear,operational
