sys_id,task,task_sys_id,table,ci_item,ci_sys_id,relationship_type,sys_created_on,sys_updated_on,vendor,product,vendor_product,dvc,instance,cim_data_model,cim_dataset,tag,action,change_type,object,object_id,object_category,object_type,result,result_id,status,user,src_user,dest,dest_name,ticket_id,ticket_type,task_table
ed53c6e8966cc3ab10a881fd9c6a3042,INC0010008,e7a5877caed70f5b906fdb37f06f3695,incident,prd-pay-api-02,6f88d5919c6abcfd31a28213f67e3650,Affected CI,2026-05-23 18:21:08,2026-06-20 09:49:22,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,prd-pay-api-02,6f88d5919c6abcfd31a28213f67e3650,Affected CI,incident,Affected CI,INC0010008,success,servicenow,servicenow,prd-pay-api-02,prd-pay-api-02,INC0010008,incident,incident
5f01c5855f7e776f368796713df16631,INC0010009,ae6443f98cc823d223e4e1318b7c5593,incident,web-online-b-24,c6f3c5f354d54abb786380dbf66037ae,Affected CI,2026-07-01 06:11:08,2026-06-23 13:16:25,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-online-b-24,c6f3c5f354d54abb786380dbf66037ae,Affected CI,incident,Affected CI,INC0010009,success,servicenow,servicenow,web-online-b-24,web-online-b-24,INC0010009,incident,incident
7b0ba0c706214d97dd54c3ea052b9136,INC0010010,c599214bc9153824845cdeae29594c75,incident,lt-data-war-34,14df9ca44d012942a311510c1de78da3,Affected CI,2026-07-01 04:33:36,2026-06-19 13:38:52,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,lt-data-war-34,14df9ca44d012942a311510c1de78da3,Affected CI,incident,Affected CI,INC0010010,success,servicenow,servicenow,lt-data-war-34,lt-data-war-34,INC0010010,incident,incident
f1e50c7fbf6d3ad2883cca43f7d80d4d,INC0010011,cc275b571d849bc44817ca52b9e9f46e,incident,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,2026-07-04 02:37:30,2026-06-17 11:21:35,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,incident,Affected CI,INC0010011,success,servicenow,servicenow,web-card-pro-21,web-card-pro-21,INC0010011,incident,incident
dda849a27f19c7923be65c5fc7639a5b,INC0010011,cc275b571d849bc44817ca52b9e9f46e,incident,job-customer-05,3578f208b3b4589d65e6ab257dae3a4d,Related CI,2026-06-20 19:48:44,2026-06-26 18:12:30,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,job-customer-05,3578f208b3b4589d65e6ab257dae3a4d,Related CI,incident,Related CI,INC0010011,success,servicenow,servicenow,job-customer-05,job-customer-05,INC0010011,incident,incident
d4a87f6673bca6a04ba88669552bdd0b,INC0010012,f684e5ff413a85ae559ef43d388399e4,incident,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Affected CI,2026-06-10 05:35:37,2026-06-27 02:39:29,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Affected CI,incident,Affected CI,INC0010012,success,servicenow,servicenow,db-security-08,db-security-08,INC0010012,incident,incident
aef9f8615345dec4bb94be1328ff607c,INC0010013,35d7eda4f21cbeb54b6e62db16b2da0f,incident,fin-erp-01,a653986b8faae8b64852f29c6b0a8e90,Affected CI,2026-07-01 19:07:40,2026-06-23 15:57:47,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,fin-erp-01,a653986b8faae8b64852f29c6b0a8e90,Affected CI,incident,Affected CI,INC0010013,success,servicenow,servicenow,fin-erp-01,fin-erp-01,INC0010013,incident,incident
3631056ba8d1ceefa7ae2ec40877d389,INC0010013,35d7eda4f21cbeb54b6e62db16b2da0f,incident,web-online-b-24,c6f3c5f354d54abb786380dbf66037ae,Related CI,2026-06-27 15:12:17,2026-06-23 13:12:36,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-online-b-24,c6f3c5f354d54abb786380dbf66037ae,Related CI,incident,Related CI,INC0010013,success,servicenow,servicenow,web-online-b-24,web-online-b-24,INC0010013,incident,incident
dca6e060315190623ab1e2b7fbe5a6cf,INC0010014,a7b06ab3929403c2ca8c801c34c41cb4,incident,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Affected CI,2026-06-24 21:21:02,2026-06-29 10:04:02,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Affected CI,incident,Affected CI,INC0010014,success,servicenow,servicenow,db-security-08,db-security-08,INC0010014,incident,incident
23926862f2018a4df3633e700b33b95c,INC0010015,4c81773140f5a4e7d048b99caa391dce,incident,web-manufact-01,a33005b4d1ae1782797b943ab95ef79c,Affected CI,2026-04-23 03:43:57,2026-06-27 03:07:43,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-manufact-01,a33005b4d1ae1782797b943ab95ef79c,Affected CI,incident,Affected CI,INC0010015,success,servicenow,servicenow,web-manufact-01,web-manufact-01,INC0010015,incident,incident
8be4b78064dba7153bc596c348747d1a,INC0010016,8c6006392697874d6d6bef3861daf894,incident,web-customer-16,bc23b1ec70c622bd36b962e8ca71dbc7,Affected CI,2026-07-13 17:34:09,2026-06-30 09:02:10,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-customer-16,bc23b1ec70c622bd36b962e8ca71dbc7,Affected CI,incident,Affected CI,INC0010016,success,servicenow,servicenow,web-customer-16,web-customer-16,INC0010016,incident,incident
46816948976b52ea70f34a99f0bb5b3d,INC0010017,2f1049e0195eb63ffe9f3e1b457ff561,incident,app-corporat-07,893387f59d76be4111a1edf048e0a384,Affected CI,2026-07-11 07:31:32,2026-06-27 02:50:46,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-corporat-07,893387f59d76be4111a1edf048e0a384,Affected CI,incident,Affected CI,INC0010017,success,servicenow,servicenow,app-corporat-07,app-corporat-07,INC0010017,incident,incident
29ea1ce57577264c19fbd9bba6b360bd,INC0010018,4213f5c245f43c4b221a88692dd1afd1,incident,db-security-11,be473a053026fd67eaf67a0378bb101c,Affected CI,2026-04-28 00:57:16,2026-06-15 21:32:05,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,db-security-11,be473a053026fd67eaf67a0378bb101c,Affected CI,incident,Affected CI,INC0010018,success,servicenow,servicenow,db-security-11,db-security-11,INC0010018,incident,incident
66089698107f1d13c0d99db37203a76b,INC0010019,21c18a73881143e3746fd567a44b834f,incident,waf-edge-02,845afaca9bb03648b7986a5f0c89b163,Affected CI,2026-05-23 08:06:05,2026-06-21 23:35:23,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,waf-edge-02,845afaca9bb03648b7986a5f0c89b163,Affected CI,incident,Affected CI,INC0010019,success,servicenow,servicenow,waf-edge-02,waf-edge-02,INC0010019,incident,incident
7cbd87840534ef190916fd7d17868637,INC0010019,21c18a73881143e3746fd567a44b834f,incident,app-card-pro-32,ff37d071384e9a93afad4b7b56241642,Related CI,2026-06-24 05:10:38,2026-07-01 18:19:57,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-card-pro-32,ff37d071384e9a93afad4b7b56241642,Related CI,incident,Related CI,INC0010019,success,servicenow,servicenow,app-card-pro-32,app-card-pro-32,INC0010019,incident,incident
891df9c92e73d5c60e52ddedd88e4472,INC0010020,9a406c96ee21a6a1a082bad413482b81,incident,app-corporat-10,5714f75abe26b9832727f263d4ca5746,Affected CI,2026-06-04 10:54:05,2026-06-17 05:57:18,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-corporat-10,5714f75abe26b9832727f263d4ca5746,Affected CI,incident,Affected CI,INC0010020,success,servicenow,servicenow,app-corporat-10,app-corporat-10,INC0010020,incident,incident
4c98fdc764fc6b86fdaa772a91a3b473,INC0010020,9a406c96ee21a6a1a082bad413482b81,incident,web-customer-23,c7df96e9605e8eabb94a8771923912d5,Related CI,2026-07-08 07:33:15,2026-07-02 06:39:53,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-customer-23,c7df96e9605e8eabb94a8771923912d5,Related CI,incident,Related CI,INC0010020,success,servicenow,servicenow,web-customer-23,web-customer-23,INC0010020,incident,incident
a365b7bb80d65c25fb11de571281300d,INC0010021,27bda3f35aa794f9e6c6138d8cd1fe38,incident,job-customer-26,d1b1c9722c58fd05998b1bfa0f7ea669,Affected CI,2026-05-24 04:30:22,2026-07-04 13:45:55,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,job-customer-26,d1b1c9722c58fd05998b1bfa0f7ea669,Affected CI,incident,Affected CI,INC0010021,success,servicenow,servicenow,job-customer-26,job-customer-26,INC0010021,incident,incident
148b0e24c75ddc9117605b7551bdc11e,INC0010021,27bda3f35aa794f9e6c6138d8cd1fe38,incident,idp-prd-01,46c3c0bb7f6c8c28c4507ffb8fd5c53b,Related CI,2026-06-20 01:15:59,2026-07-01 03:04:41,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,idp-prd-01,46c3c0bb7f6c8c28c4507ffb8fd5c53b,Related CI,incident,Related CI,INC0010021,success,servicenow,servicenow,idp-prd-01,idp-prd-01,INC0010021,incident,incident
d9a7bd1baf4d8e89a029f8a82ce93787,INC0010022,fd61ee0cfc5dcf1f6083fa045d92ad48,incident,mail-edge-01,c4ef9902012b16477288a947e42f2778,Affected CI,2026-06-28 23:48:34,2026-07-06 21:22:30,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,mail-edge-01,c4ef9902012b16477288a947e42f2778,Affected CI,incident,Affected CI,INC0010022,success,servicenow,servicenow,mail-edge-01,mail-edge-01,INC0010022,incident,incident
c3a5313eede9127eb8b313be41167280,INC0010023,d9662402283828e8735f1db80e3f2754,incident,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,2026-06-20 18:15:43,2026-07-05 17:14:26,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,incident,Affected CI,INC0010023,success,servicenow,servicenow,web-card-pro-21,web-card-pro-21,INC0010023,incident,incident
20a049067ad2c195f2f944b56f2c61af,INC0010023,d9662402283828e8735f1db80e3f2754,incident,job-customer-25,c1ef67fd0e23e6accb2281f890988a66,Related CI,2026-06-10 18:44:24,2026-07-02 11:51:33,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,job-customer-25,c1ef67fd0e23e6accb2281f890988a66,Related CI,incident,Related CI,INC0010023,success,servicenow,servicenow,job-customer-25,job-customer-25,INC0010023,incident,incident
0c78d4c746ae164126290f464f6f6938,INC0010024,ab04345abd68e186c548eeb92d05a502,incident,lt-erp-fina-06,64ed079b57c5ed2020d0ec2042650e54,Affected CI,2026-05-02 11:36:37,2026-06-26 16:17:17,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,lt-erp-fina-06,64ed079b57c5ed2020d0ec2042650e54,Affected CI,incident,Affected CI,INC0010024,success,servicenow,servicenow,lt-erp-fina-06,lt-erp-fina-06,INC0010024,incident,incident
14a29269ea1489048f7246e72e19b748,INC0010025,f09ee1bf51532bb0bbb27901741dcd1c,incident,app-erp-fina-38,291715e5e2ad5712395de74d7412827b,Affected CI,2026-05-28 09:07:31,2026-06-27 01:53:15,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-erp-fina-38,291715e5e2ad5712395de74d7412827b,Affected CI,incident,Affected CI,INC0010025,success,servicenow,servicenow,app-erp-fina-38,app-erp-fina-38,INC0010025,incident,incident
73f4f08ea8b99c0a3877ab291f69a415,INC0010025,f09ee1bf51532bb0bbb27901741dcd1c,incident,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Related CI,2026-05-09 01:25:23,2026-06-27 15:31:04,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,db-security-08,fda2c22089df0ba31c1fd81c3f2847be,Related CI,incident,Related CI,INC0010025,success,servicenow,servicenow,db-security-08,db-security-08,INC0010025,incident,incident
3bdbd3130eadde44ca395f921ec582ce,INC0010026,92353b842775c209fbbe974439cfbb9d,incident,job-email-an-27,31babf6cd0ac5fec529e644c7de30552,Affected CI,2026-06-04 03:59:13,2026-07-12 12:12:10,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,job-email-an-27,31babf6cd0ac5fec529e644c7de30552,Affected CI,incident,Affected CI,INC0010026,success,servicenow,servicenow,job-email-an-27,job-email-an-27,INC0010026,incident,incident
566732d99c13e4c2e94d89846920cebf,INC0010026,92353b842775c209fbbe974439cfbb9d,incident,db-security-11,be473a053026fd67eaf67a0378bb101c,Related CI,2026-05-10 20:42:18,2026-06-14 18:17:22,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,db-security-11,be473a053026fd67eaf67a0378bb101c,Related CI,incident,Related CI,INC0010026,success,servicenow,servicenow,db-security-11,db-security-11,INC0010026,incident,incident
0c53dbfdbca848a8d30cda5c506f6061,INC0010027,443ea8417ea15137d31a83b16f4229ca,incident,web-card-pro-36,c5bfb8e82bf24f85560f8f4d1942dce4,Affected CI,2026-05-15 13:19:47,2026-06-28 12:23:51,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-card-pro-36,c5bfb8e82bf24f85560f8f4d1942dce4,Affected CI,incident,Affected CI,INC0010027,success,servicenow,servicenow,web-card-pro-36,web-card-pro-36,INC0010027,incident,incident
1625f99ab7b58e7168570a08db3f42ce,INC0010028,e184819943c88ff669e136132ccac362,incident,app-erp-fina-38,291715e5e2ad5712395de74d7412827b,Affected CI,2026-04-21 23:33:52,2026-07-14 18:29:03,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-erp-fina-38,291715e5e2ad5712395de74d7412827b,Affected CI,incident,Affected CI,INC0010028,success,servicenow,servicenow,app-erp-fina-38,app-erp-fina-38,INC0010028,incident,incident
dd831177d77aaba8b457d34aacbb1e0c,INC0010029,afa2f9a97adf1f198c35dfc3ad1f2cee,incident,web-customer-16,bc23b1ec70c622bd36b962e8ca71dbc7,Affected CI,2026-07-14 05:30:50,2026-07-05 22:11:44,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-customer-16,bc23b1ec70c622bd36b962e8ca71dbc7,Affected CI,incident,Affected CI,INC0010029,success,servicenow,servicenow,web-customer-16,web-customer-16,INC0010029,incident,incident
22c7a96397ffef2655f8ff432548479f,INC0010029,afa2f9a97adf1f198c35dfc3ad1f2cee,incident,web-email-an-13,35ae6d910a6125127c3d4e316c3f3eba,Related CI,2026-04-29 09:28:36,2026-06-21 10:18:18,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-email-an-13,35ae6d910a6125127c3d4e316c3f3eba,Related CI,incident,Related CI,INC0010029,success,servicenow,servicenow,web-email-an-13,web-email-an-13,INC0010029,incident,incident
ba14adc0d8e07c76ff5cbf2278bdfdd7,INC0010030,71653e18ea4737c3961b939f0822dca3,incident,app-data-war-22,8063ba03b3abb3947ffd7697f2f18f65,Affected CI,2026-05-14 18:58:42,2026-06-25 03:24:54,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,app-data-war-22,8063ba03b3abb3947ffd7697f2f18f65,Affected CI,incident,Affected CI,INC0010030,success,servicenow,servicenow,app-data-war-22,app-data-war-22,INC0010030,incident,incident
375af8506872e9144396ae25915104b6,INC0010031,1e1ee35ce0e981ff9ba065641efb8579,incident,web-card-pro-39,fd9033d5850b2390b6d2ce2995c2c8f5,Affected CI,2026-04-30 03:15:47,2026-07-14 19:11:14,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-card-pro-39,fd9033d5850b2390b6d2ce2995c2c8f5,Affected CI,incident,Affected CI,INC0010031,success,servicenow,servicenow,web-card-pro-39,web-card-pro-39,INC0010031,incident,incident
814e07a526f80f1151cff02407887790,INC0010032,d242594f5c4d0a18fc5a3059a7f3966a,incident,job-corporat-29,75a87fbf1f78846008d7c15c54f85a47,Affected CI,2026-05-10 04:52:21,2026-07-05 06:56:24,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,job-corporat-29,75a87fbf1f78846008d7c15c54f85a47,Affected CI,incident,Affected CI,INC0010032,success,servicenow,servicenow,job-corporat-29,job-corporat-29,INC0010032,incident,incident
d9101af3893fdaf62974dfae74640d87,INC0010033,145db76c7450383a9fdffbba76ab4e83,incident,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,2026-04-25 20:05:28,2026-06-25 12:59:06,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,web-card-pro-21,316c7bc46c052640dbd2bc9e39b76fa3,Affected CI,incident,Affected CI,INC0010033,success,servicenow,servicenow,web-card-pro-21,web-card-pro-21,INC0010033,incident,incident
7395d9663ea852d42903186732b28df3,INC0010034,58571fba90221784c695129161db997f,incident,lt-corporat-33,04bd1a7a479b2dd5696b9afcd2bb12f0,Affected CI,2026-05-24 19:53:58,2026-06-28 07:34:08,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,lt-corporat-33,04bd1a7a479b2dd5696b9afcd2bb12f0,Affected CI,incident,Affected CI,INC0010034,success,servicenow,servicenow,lt-corporat-33,lt-corporat-33,INC0010034,incident,incident
4831e5aca13140b8c4b47999db7f964c,INC0010035,a6374bd86d1d2eacc3c87fda45e890b2,incident,prd-pay-api-02,6f88d5919c6abcfd31a28213f67e3650,Affected CI,2026-05-10 20:05:50,2026-06-15 01:58:50,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,prd-pay-api-02,6f88d5919c6abcfd31a28213f67e3650,Affected CI,incident,Affected CI,INC0010035,success,servicenow,servicenow,prd-pay-api-02,prd-pay-api-02,INC0010035,incident,incident
eb88db88fae0e19bb3deeadfbfa13a8e,INC0010036,9697f1707728e443ccbece5dde07f785,incident,vpn-gw-02,c5d306ddb70d59c95854994593f6c8e0,Affected CI,2026-06-28 06:13:42,2026-06-25 03:50:27,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,vpn-gw-02,c5d306ddb70d59c95854994593f6c8e0,Affected CI,incident,Affected CI,INC0010036,success,servicenow,servicenow,vpn-gw-02,vpn-gw-02,INC0010036,incident,incident
bc8d5feaccac97b5ae14366c60bc9534,INC0010037,a34802a750e1176e57b79cd247b15b68,incident,vpn-gw-01,edb61dbbc54f635f96974ee013a83cfd,Affected CI,2026-07-13 12:53:20,2026-07-03 02:20:25,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,vpn-gw-01,edb61dbbc54f635f96974ee013a83cfd,Affected CI,incident,Affected CI,INC0010037,success,servicenow,servicenow,vpn-gw-01,vpn-gw-01,INC0010037,incident,incident
bf27cfe8669c86607326ec0169835926,INC0010038,8621ef1da1aae64e247ff02fc7f958c6,incident,lt-erp-fina-06,64ed079b57c5ed2020d0ec2042650e54,Affected CI,2026-06-29 06:40:32,2026-06-22 02:08:18,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,relationship,lt-erp-fina-06,64ed079b57c5ed2020d0ec2042650e54,Affected CI,incident,Affected CI,INC0010038,success,servicenow,servicenow,lt-erp-fina-06,lt-erp-fina-06,INC0010038,incident,incident
